bytecount,dur,packetins,pktperflow,byteperflow,pktrate,Pairflow,tx_bytes,rx_bytes,tot_kbps
123915682,411,1264,8954,9330068,298,1,4932,1562,0.0
121152298,417,4440,8120,8461040,270,0,3903,3483,0.0
39215670,142,2997,8284,8631928,276,1,65624119,63546848,9140.0
5444518,317,8050,8405,487490,280,1,161464121,16463577,621.0
35376942,117,2385,7959,8293278,265,0,4169,267903367,3367.0
9652878,291,16567,17331,935874,577,1,462284613,30545986,764.0
143913198,307,7916,10322,11003252,344,0,5030,276817856,0.0
2017170,67,16540,17019,919026,567,1,6437513,147084102,0.0
130594902,400,1943,9359,9752078,311,0,3885,1492,0.0
102395256,345,4440,9168,9553056,305,0,245258049,4337,2529.0
40258712,123,1931,9373,9766666,312,0,3492,1422,0.0
5409022,330,13231,8283,480414,276,1,460665165,29995208,736.0
135458958,467,7916,3334,3474028,111,0,5615,556205635,911.0
43393048,151,4920,8968,9344656,298,1,100631741,135565399,4973.0
78227108,240,1943,9180,9565560,306,0,3795,1492,0.0
3196728,195,10817,9083,526814,302,1,16604285,272616081,4778.0
135632480,1610,2063,29,2842,0,1,16343,12302,0.0
5604018,314,4357,8641,501178,288,1,5629401,10541523,380.0
46869160,143,1931,9439,9835438,314,0,3413,3539,0.0
66633816,227,2385,6422,6691724,214,0,3917,183007181,1789.0
25199728,77,7916,9211,9597862,307,0,4178,3590,0.0
66335804,225,2385,6422,6691724,214,0,3711,1402,0.0
128817250,447,4440,7356,7664952,245,0,4140,1312,0.0
124411674,406,7916,7070,7366940,235,0,4575,1382,0.0
13871520,472,12106,2015,108810,67,1,20655224,158483924,268.0
5630688,351,7385,8585,463590,286,1,17829996,302316038,376.0
78547002,257,1264,8632,8994544,287,1,4529,78984171,2391.0
143913198,320,2242,4088,4357808,136,0,3767,4103,0.0
47588140,172,4920,8417,8770514,280,1,217793543,81960480,9334.0
2679156,80,1143,17862,964548,595,1,8109552,178622938,8574.0
6580926,397,16567,8899,480546,296,1,7124959,6629760,264.0
6494958,308,2373,6825,450474,227,1,301221145,12988193,2849.0
135271398,477,2790,3848,4009616,128,1,114936477,1802,2437.0
7005366,477,3982,4149,224046,138,1,5416,1312,0.0
133343698,441,1264,9048,9428016,301,1,4932,1562,0.0
101307408,288,2364,10017,10437714,333,1,100662885,101477603,5544.0
135629638,1580,2063,30,2940,1,1,135536325,85830,0.0
37618284,128,948,9214,9600988,307,1,22104,9955548,2552.0
135507726,500,1057,6948,7212440,231,1,135573694,271020190,3818.0
188400,8,1181,0,0,0,1,7546541,7023194,0.0
10976602,22,1086,0,0,0,0,3405,35290050,3838.0
24240046,79,3421,8928,9302976,297,1,9921372,170285662,7574.0
135522132,650,1069,29,2842,0,1,271051648,135605110,4.0
135455832,450,1943,2604,2713368,86,0,4358,143926614,0.0
5328828,323,16567,8935,482490,297,1,6123,1542,0.0
1558332,46,2373,18406,993924,613,1,222455377,11064224,13106.0
113680860,411,948,8394,8719172,279,1,249334244,113876286,5331.0
0,28,4440,0,0,0,0,4253,215596881,6138.0
4944240,150,1143,18028,973512,600,1,5464963,123179493,4079.0
40267048,123,1931,9373,9766666,312,0,3582,1332,0.0
69706674,213,1931,9400,9794800,313,0,3726,213686405,4704.0
1558332,46,2373,18406,993924,613,1,7071100,154812844,276.0
135568290,981,2790,58,5684,1,1,5563,1382,0.0
3178458,185,10817,9083,526814,302,1,5329,1242,0.0
518048,1,13249,0,0,0,1,41170003,474153807,0.0
16379198,50,1943,9360,9753120,312,0,4055,96412666,3838.0
59911874,183,1931,9456,9853152,315,0,3973,203398465,10289.0
4417686,257,10817,7927,459766,264,1,158187117,15713693,587.0
2708748,81,4357,18484,998136,616,1,93802778,5414264,4641.0
107337462,330,1943,9266,9655172,308,0,3842,3590,0.0
135524974,680,1069,29,2842,0,1,135614014,271060482,4.0
34928882,126,1057,8726,9092492,290,1,35371084,1424,2454.0
61274810,210,4920,8808,9177936,293,1,137038263,135565483,4887.0
143790608,310,2242,8845,9428770,294,0,287898035,4733,0.0
1009698,3,1109,0,0,0,0,76545697,1312,7986.0
6226996,389,16540,7651,443758,255,1,7508889,6822602,0.0
131383696,416,2053,9219,9606198,307,1,102324929,267703665,5129.0
4454690,269,16540,8490,492420,283,1,7508889,6822602,0.0
2314598,111,12106,8935,589710,297,1,5859037,151186315,128.0
135595240,1220,2053,29,2842,0,1,271257805,271271141,1868.0
143788476,320,1943,4124,4396184,137,0,3875,116037807,7676.0
135527816,710,1849,29,2842,0,1,280091016,279680336,4655.0
135598278,1251,2790,30,2940,1,1,271277597,271279219,764.0
45423906,136,3024,9642,10046964,321,1,212324,135671876,4.0
39555362,120,1943,9402,9796884,313,0,3688,1492,0.0
3042364,5,7503,0,0,0,0,4918,276817786,0.0
54318418,167,7916,9225,9612450,307,0,4178,3590,0.0
692172,23,3663,0,0,0,1,4366,1172,0.0
52954440,160,1790,9442,9838564,314,0,3646,1492,0.0
517012,27,8050,8664,502512,288,1,543196,443974,252.0
82235682,250,1943,9338,9730196,311,0,3795,1492,0.0
135449580,473,1931,3792,3951264,126,0,4568,279386950,1023.0
6835536,451,13231,7580,409320,252,1,18834285,448107201,0.0
135583774,1100,2053,29,2842,0,1,505642613,505231730,10262.0
47755902,147,7916,9205,9591610,306,0,5214,484752168,2553.0
4472380,255,3982,8370,485460,279,1,6448999,149115479,119.0
68907460,237,2997,8553,8912226,285,1,67667937,69393405,4740.0
135450622,482,4920,4153,4327426,138,1,6003,1632,0.0
6674698,377,16567,8305,481690,276,1,13237853,14219943,451.0
35617644,107,3024,9552,9953184,318,1,171263186,154400500,5308.0
57187044,203,4920,9007,9385294,300,1,236863259,133896085,4977.0
6545996,376,7385,8677,503266,289,1,4602,1562,0.0
26131276,99,1057,7400,7710800,246,1,26197798,23926,2040.0
5475710,15,2375,0,0,0,0,3656,112680880,7682.0
110930278,377,4440,7901,8232842,263,0,7573,1444,0.0
2553102,137,16567,9392,544736,313,1,7547049,6969828,0.0
143788476,320,1943,4124,4396184,137,0,4047,169639928,6456.0
105694228,350,1264,8750,9117500,291,1,105971063,105971553,4854.0
23980588,80,2790,8951,9326942,298,1,345454216,343784690,9888.0
6851736,231,13231,16715,902610,557,1,321033346,31189847,367.0
143895076,317,7916,5655,6028230,188,0,603594916,5312,7965.0
44376,2,12130,0,0,0,1,32668166,153485648,4366.0
91205218,290,1943,7947,8280774,264,0,3590,3842,0.0
3721602,181,7385,8805,581262,293,1,88115470,4226994,3983.0
42592792,136,3421,9049,9429058,301,1,43022286,1730,2505.0
10345260,21,8068,0,0,0,1,5290,1312,0.0
34329732,122,4920,8393,8745506,279,1,218206751,133887209,4669.0
26539740,88,1857,8489,8845538,282,1,271091268,135644716,6.0
143529438,310,1931,7570,8069620,252,0,3539,3413,0.0
6558524,387,7385,8677,503266,289,1,466058260,32821914,733.0
131498316,443,1931,7431,7743102,247,0,698864830,3202,2074.0
131977636,437,7916,7165,7465930,238,0,5951,566379701,0.0
87134124,297,4440,9217,9604114,307,0,3943,1492,0.0
116956164,376,7916,8660,9023720,288,0,4575,1382,0.0
37096242,102,2364,10327,10760734,344,1,37461043,38275691,5734.0
52954440,160,1790,9442,9838564,314,0,3753,1172,0.0
66440004,218,948,9095,9476990,303,1,4555,1242,0.0
3497864,197,10817,8970,520260,299,1,6924635,7765919,531.0
40267048,123,1931,9373,9766666,312,0,3472,1332,0.0
8058960,12,5882,0,0,0,0,4272,1312,0.0
6910062,407,8050,8374,485692,279,1,165541532,19383800,618.0
75975346,233,1931,9314,9705188,310,0,356036611,4379,6421.0
66498356,226,2385,6422,6691724,214,0,3801,1242,0.0
102557808,346,4440,9168,9553056,305,0,245258049,4337,2529.0
122678828,348,2364,10245,10675290,341,1,122804069,121989351,5676.0
52954440,160,1790,9442,9838564,314,0,3679,58460931,5232.0
75988892,240,3421,9057,9437394,301,1,105767,135561984,0.0
82171078,256,7916,8825,9195650,294,0,699267116,3776,0.0
83263094,292,2997,8558,8917436,285,1,83113913,83461829,4738.0
135458958,450,1943,2604,2713368,86,0,4472,287897858,0.0
1732836,99,2400,8292,547332,276,1,19265949,448264843,0.0
48103930,172,2997,8530,8888260,284,1,48317447,48665405,4724.0
51607192,125,4440,5387,5742542,179,0,253465925,4449,2188.0
93140212,317,4440,9301,9691642,310,0,4053,1242,0.0
135655902,1880,2063,5,490,0,1,42789,38748,0.0
5047102,286,7385,8452,490216,281,1,5078657,4560996,253.0
56488904,173,1931,9232,9619744,307,0,3759,1402,0.0
6667380,200,1143,18078,976212,602,1,14358663,275151955,4478.0
101590832,310,1943,9306,9696852,310,0,3775,1492,0.0
143686140,309,1943,8641,9211306,288,0,279389270,4514,0.0
135533598,770,1857,29,2842,0,1,271077464,135630800,4.0
4067598,226,7385,8617,499786,287,1,4425,1492,0.0
8631630,260,4357,18036,973944,601,1,14946417,162896232,801.0
98960824,316,3421,8855,9226910,295,1,5124,4823,0.0
3459170,7,1814,0,0,0,0,3395,55083573,4801.0
193720,8,4353,0,0,0,1,31015652,1502874,3774.0
74328986,257,4428,7454,7767068,248,0,3801,1242,0.0
958218,53,6696,9365,543170,312,1,271728920,20877646,4793.0
226044,6,10692,0,0,0,1,3803888,83902404,4253.0
135516448,591,956,29,2842,0,1,72840,135529324,0.0
49302230,150,1943,9354,9746868,311,0,3795,1492,0.0
108679558,333,1931,9335,9727070,311,0,3649,1242,0.0
83448570,287,4440,8683,9047686,289,0,4295,215600421,6055.0
6979554,428,16567,6932,374328,231,1,14219885,13237799,451.0
2911368,161,16567,9424,546592,314,1,2943213,2736362,280.0
85599258,263,1931,9245,9633290,308,0,4463,373549391,4670.0
7511406,458,10817,8168,473744,272,1,5506,1312,0.0
90879072,309,1057,8963,9339446,298,1,44919,91098921,2487.0
59923336,183,1931,9456,9853152,315,0,3546,1402,0.0
5359722,317,10817,7992,463536,266,1,10402742,11501433,475.0
2881008,85,3982,18663,1007802,622,1,7601703,121078471,4511.0
31258958,117,2790,7961,8295362,265,1,5709218,1354,1521.0
116081926,360,1943,8392,8744464,279,0,371009240,4850,4811.0
135655608,1851,2800,29,2842,0,1,271364117,135905655,2.0
1281030,60,4033,9567,631458,318,1,7471204,6952436,0.0
6641708,20,1943,0,0,0,0,216530233,4127,3752.0
134243986,466,4440,6027,6280134,200,0,4033,1312,0.0
123497840,408,2790,8493,8849706,283,1,166411,271086033,0.0
15568522,48,2936,9184,9569728,306,1,19757,16124,0.0
299918,8,10692,0,0,0,1,5936,4550,0.0
6700218,420,16540,8067,467886,268,1,5999,6417438,115.0
4894156,292,10817,8246,478268,274,1,305733191,22639373,618.0
49302230,150,1943,9354,9746868,311,0,3929,16470178,2594.0
5490298,16,7894,0,0,0,0,4246,1562,0.0
25192434,77,7916,9211,9597862,307,0,4378,1312,0.0
3675888,240,10817,8973,484542,299,1,5329,1242,0.0
1574932,84,11888,8509,493522,283,1,1603967,1325092,251.0
128361896,409,2053,8305,8653810,276,1,135072085,2054,0.0
90616488,291,3421,9052,9432184,301,1,44807,211646453,2509.0
4923446,294,3982,7803,452574,260,1,458377815,29841278,695.0
130961686,448,2997,7594,7912948,253,1,5520,1472,0.0
135449580,473,1931,3792,3951264,126,0,423314614,4808,1023.0
19918872,60,1790,9477,9875034,315,0,58460931,3749,5232.0
43132548,130,1306,9432,9828144,314,0,3604,1332,0.0
135592496,1191,2790,29,2842,0,1,5563,1382,0.0
131383696,416,2053,9219,9606198,307,1,131698047,2012,2555.0
128817250,447,4440,7356,7664952,245,0,4120,1312,0.0
135536538,801,2790,29,2842,0,1,271009616,91084,2.0
87953136,270,1943,9334,9726028,311,0,249913885,4211,4993.0
89965238,289,3421,9052,9432184,301,1,225701821,49049,2508.0
4593240,301,13231,8649,467046,288,1,173089708,174300591,123.0
5783238,359,16540,7927,459766,264,1,18628931,297908738,235.0
74164350,230,1943,9243,9631206,308,0,3842,3590,0.0
143854568,312,1931,7570,8069620,252,0,3669,1492,0.0
836302,38,10957,9248,536384,308,1,863200,742870,272.0
461430,27,3982,0,0,0,1,89640062,5196850,4472.0
1723248,116,10817,9240,498960,308,1,3657215,90989002,4233.0
2587788,86,10817,18408,994032,613,1,5349,1402,0.0
79240974,222,2364,10054,10476268,335,1,80546139,79731421,5580.0
143895076,317,7916,5655,6028230,188,0,4430,198359762,4126.0
4434210,288,10817,7940,428760,264,1,4443569,4080856,236.0
43388880,147,2385,7689,8011938,256,0,3875,176295617,2117.0
2058642,123,4357,9091,490914,303,1,142441883,8990255,4642.0
53740108,190,1057,8904,9277968,296,1,33117,53882439,2467.0
4928608,300,13231,8649,501642,288,1,4943267,4598166,256.0
15869660,47,2375,9701,10108442,323,0,3404,3236,0.0
54857132,170,1943,9320,9711440,310,0,4173,231937032,2564.0
25297676,75,2385,9322,9713524,310,0,3534,1332,0.0
56488904,173,1931,9232,9619744,307,0,233264669,3852,2600.0
7069678,414,12106,8210,476180,273,1,7100010,6441998,243.0
5119254,320,8050,8330,449820,277,1,164189026,18415148,611.0
92357670,297,7916,8283,8630886,276,0,566379701,5951,0.0
59923336,183,1931,9456,9853152,315,0,3444,1242,0.0
135646886,1760,2063,30,2940,1,1,271335547,135888799,4.0
107552114,350,1943,7597,7916074,253,0,3590,3842,0.0
135606706,1340,2053,30,2940,1,1,5381,1382,0.0
74231038,230,1943,9243,9631206,308,0,3972,1242,0.0
53741150,189,1057,8904,9277968,296,1,4575,1242,0.0
50114990,177,2385,6453,6724026,215,0,3711,1402,0.0
90880114,258,2364,10137,10562754,337,1,91082727,90268009,5618.0
351712,17,3270,0,0,0,1,3598,1172,0.0
5427756,338,12106,8967,484218,298,1,5209,1402,0.0
66621312,227,2385,6422,6691724,214,0,183007181,3917,1789.0
69706674,213,1931,9400,9794800,313,0,3649,1402,0.0
101270938,288,2364,10017,10437714,333,1,101478645,100663927,5544.0
1392522,74,11888,8373,485634,279,1,4832,3011,0.0
113534236,360,3421,8994,9371748,299,1,105767,135561984,0.0
34353698,121,2997,8522,8879924,284,1,5247,1492,0.0
327090,21,8068,0,0,0,1,5360,1562,0.0
95039778,308,948,9176,9561392,305,1,4555,1242,0.0
135592496,1191,2790,29,2842,0,1,271104655,186193,2.0
6283260,21,2822,0,0,0,1,141924578,135386916,1719.0
15869660,47,2375,9701,10108442,323,0,3514,1422,0.0
143571012,318,1943,4288,4571008,142,0,4463,304850503,7555.0
56973434,202,4920,9007,9385294,300,1,100631741,135565399,4973.0
17160,1,8084,0,0,0,1,22318254,193707222,4195.0
4218372,267,3982,7531,406674,251,1,154946603,11835687,332.0
92276394,321,4920,8378,8729876,279,1,78819967,1794,2331.0
97679164,300,1943,9334,9726028,311,0,3735,3483,0.0
354768,20,4008,0,0,0,1,169850492,14338202,2796.0
96370412,332,2997,8813,9183146,293,1,96535402,94809934,4890.0
124323104,406,7916,7070,7366940,235,0,4575,1382,0.0
27211830,83,1931,9427,9822934,314,0,3599,1332,0.0
175878,7,10817,0,0,0,1,1049954,1456158,372.0
7524282,444,12106,7838,454604,261,1,5186,3365,0.0
98952488,303,1931,9389,9783338,312,0,3669,1492,0.0
6486294,308,11471,6909,456042,230,1,26758614,457634189,2931.0
143674414,315,7916,5655,6028230,188,0,104424880,276816700,3838.0
115922170,263,2385,2369,2525354,78,0,3581,3413,0.0
12373938,390,1143,17156,926424,571,1,467685022,33448390,722.0
11089602,353,8050,17179,927666,572,1,162850764,17456373,633.0
2431404,153,11888,8673,468342,289,1,5525,2442798,126.0
82991132,260,1943,8407,8760094,280,0,3842,3520,0.0
5064502,283,16567,8858,513764,295,1,24336125,22352207,527.0
135452706,477,7916,4461,4648362,148,0,700128421,5867,0.0
5317842,289,2400,7228,477168,240,1,469335667,34334662,0.0
13790628,443,8050,16668,900072,555,1,166905968,20360646,623.0
1404054,83,16567,9316,503064,310,1,5962324,146194990,0.0
4648590,299,3982,7803,421362,260,1,5213,1312,0.0
75914910,248,948,9093,9474906,303,1,48464577,124869269,7700.0
134804582,470,2997,6428,6697976,214,1,135521502,135173586,3502.0
10080308,36,1049,7389,7699338,246,1,4240,1172,0.0
2038468,117,7385,8932,518056,297,1,3856,3413,0.0
107334336,330,1943,9266,9655172,308,0,352967212,4766,6400.0
85608636,263,1931,9245,9633290,308,0,3649,1402,0.0
90908248,287,7916,8223,8568366,274,0,5405,511795385,2277.0
134243986,466,4440,6027,6280134,200,0,4881,264605852,2222.0
135556824,921,2790,58,5684,1,1,5513,1382,0.0
82991132,260,1943,8407,8760094,280,0,3590,3842,0.0
44705968,137,7916,9376,9769792,312,0,90030682,276816700,3837.0
118326394,363,1931,9258,9646836,308,0,143928799,3959,2108.0
38743338,171,948,9168,9524736,305,1,105623803,38833645,7592.0
9313596,286,2373,15383,830682,512,1,7547024,7023264,0.0
70442326,243,4920,8132,8473544,271,1,39540,70702562,2288.0
67371436,261,948,9184,9542352,306,1,67558693,163037195,7623.0
116415366,328,2364,10239,10669038,341,1,47038,43550,0.0
25767352,58,4440,9784,10429744,326,0,4053,1242,0.0
5813046,388,16540,7651,413154,255,1,5703,1632,0.0
17382644,53,1931,9435,9831270,314,0,3759,1332,0.0
377580,18,16567,0,0,0,1,15324366,16787685,467.0
1060356,66,10817,7585,439930,252,1,1049954,1456158,372.0
92231386,217,2385,2369,2525354,78,0,4169,267903367,3367.0
128295286,470,1057,8174,8489932,272,1,60772,128364038,2247.0
5903010,379,11471,7085,382590,236,1,20314584,299315838,0.0
1942768,114,10817,9212,534296,307,1,14901583,256400781,6640.0
12670476,23,6846,0,0,0,0,4224,1312,0.0
6082614,321,13249,2890,190764,96,1,6089531,146946990,1177.0
93004752,316,4440,9301,9691642,310,0,4295,235771639,5379.0
135589458,1160,2053,29,2842,0,1,271240235,255651705,2365.0
9500220,321,13231,16360,883440,545,1,20281515,18654875,241.0
2575432,141,6696,9386,544388,312,1,314741636,22599384,4380.0
50067058,153,1931,9405,9800010,313,0,3539,3199,0.0
110631224,353,1931,6086,6341612,202,0,3866,1472,0.0
124364784,390,1943,7952,8285984,265,0,3842,3590,0.0
135624052,1521,2800,29,2842,0,1,250565,271169111,2.0
120759464,410,1943,5880,6126960,196,0,967537622,4000,1653.0
2796606,93,8050,17011,918594,567,1,365110983,19222448,13022.0
134379446,467,4440,6027,6280134,200,0,4013,1312,0.0
124367910,390,1943,7952,8285984,265,0,3747,1492,0.0
82924444,260,1943,8407,8760094,280,0,3842,3520,0.0
82886932,292,2997,8558,8917436,285,1,67667937,69393405,4740.0
359078,17,3663,0,0,0,1,4476,1172,0.0
3460396,210,13231,8314,482212,277,1,3476485,3232454,245.0
3004516,165,4357,9008,522464,300,1,3859,1242,0.0
10478538,330,1143,15796,852984,526,1,6491964,153237190,113.0
3302370,202,8050,8852,478008,295,1,8123515,7496123,529.0
4852432,10,2175,0,0,0,0,279389270,4556,0.0
44676792,139,2053,9243,9631206,308,1,44896571,210228487,5115.0
2941354,169,3982,8973,520434,299,1,395820377,21755642,10071.0
70442326,243,4920,8132,8473544,271,1,106645,135566141,0.0
56488904,173,1931,9232,9619744,307,0,3649,1242,0.0
120859496,370,1943,9336,9728112,311,0,3413,3665,0.0
15494540,46,7894,9516,9915672,317,0,4304,110593902,6476.0
135271398,468,2790,2919,3041598,97,1,271092487,135632823,760.0
102108706,319,2053,9278,9667676,309,1,271222567,237942961,2576.0
7019136,473,16567,263,14202,8,1,181284189,318888308,2.0
6443070,329,11471,386,25476,12,1,26314764,447083583,4299.0
43132548,130,1306,9432,9828144,314,0,3427,1422,0.0
92842200,315,4440,9301,9691642,310,0,3943,1242,0.0
82991132,260,1943,8407,8760094,280,0,3952,1312,0.0
8321196,17,5882,0,0,0,0,7722,1514,0.0
6626078,20,1943,0,0,0,0,3413,3665,0.0
135586616,1130,2053,29,2842,0,1,246786773,271231261,2360.0
6360822,12,1910,0,0,0,0,3362,6472832,1725.0
10617912,321,16567,17871,965034,595,1,464210031,31580104,788.0
4416236,257,10817,7927,459766,264,1,4443569,4080856,236.0
43132548,130,1306,9432,9828144,314,0,3656,135797928,10303.0
37024344,113,1931,9423,9818766,314,0,3546,1402,0.0
8489016,278,16540,16980,916920,566,1,444698378,30637318,4462.0
89180612,273,1931,9226,9613492,307,0,3669,1402,0.0
15494540,46,7894,9516,9915672,317,0,7806,1514,0.0
95441990,327,4440,7973,8307866,265,0,3413,3833,0.0
119805354,440,1057,8543,8874430,284,1,4645,1312,0.0
7528342,487,10817,269,15602,8,1,6112176,152077124,86.0
78002036,267,2790,9040,9419680,301,1,142569,213848125,2506.0
102828728,327,2053,9345,9737490,311,1,448258001,447847188,10348.0
135450622,470,1943,6701,6982442,223,0,287897858,4472,0.0
10333818,321,7385,17002,918108,566,1,28845499,458650530,748.0
131498316,443,1931,7431,7743102,247,0,3590,3716,0.0
4223448,254,2373,8610,464940,287,1,4568055,8517884,381.0
3580956,115,10817,18424,994896,614,1,5439,1402,0.0
91287536,290,1943,7947,8280774,264,0,4476,268328036,2193.0
1961118,119,3982,8949,483246,298,1,2960387,2736720,272.0
43173186,139,3421,9049,9429058,301,1,72519018,71750730,10020.0
122324548,389,2053,9261,9649962,308,1,92674985,258116241,5129.0
7557626,23,1931,0,0,0,0,3465,147630566,6467.0
93127708,317,4440,9301,9691642,310,0,345073791,4883,6473.0
143718120,322,1931,2900,3091400,96,0,4253,307807519,7259.0
1390446,91,13231,8185,441990,272,1,6066,1396880,117.0
45446830,148,2053,9211,9597862,307,1,271115180,151542344,2561.0
78803334,261,1264,8632,8994544,287,1,143809707,143708864,9602.0
135589654,1161,2790,30,2940,1,1,57657,114984034,2437.0
11143964,23,1086,0,0,0,0,3059,3143,0.0
131789034,436,7916,7165,7465930,238,0,4901,275970477,1990.0
3692048,215,10817,8855,513590,295,1,5964251,6734304,535.0
1092096,32,4357,18667,1008018,622,1,6000906,94348965,4920.0
91271906,290,1943,7947,8280774,264,0,4514,279389270,0.0
7508430,231,7385,18460,996840,615,1,444071525,25452302,4908.0
99636040,320,1943,8012,8348504,267,0,3590,3842,0.0
4846446,304,7385,8593,464022,286,1,150935348,11893322,254.0
108936932,349,3421,9017,9395714,300,1,105941,102068,0.0
4000266,248,12106,7867,424818,262,1,5009,3188,0.0
131498316,443,1931,7431,7743102,247,0,3826,1312,0.0
9932988,20,2242,0,0,0,0,4778,135462026,0.0
139955140,316,2385,2369,2525354,78,0,168355535,3833,2759.0
58284270,198,2997,8352,8702784,278,1,60503037,58777569,4704.0
16379198,50,1943,9360,9753120,312,0,580813093,2586,19164.0
135524974,680,1069,29,2842,0,1,81408,135537920,0.0
135638360,1671,2800,29,2842,0,1,271437981,271439603,6.0
19918872,60,1790,9477,9875034,315,0,3753,1172,0.0
35587426,110,1943,9256,9644752,308,0,4589,450718361,12817.0
7464310,474,3982,4150,240700,138,1,466231800,34059440,180.0
73063998,226,7916,8849,9220658,294,0,4468,1382,0.0
3569146,196,7385,8676,503208,289,1,4175,1402,0.0
6198552,408,10817,8407,453978,280,1,12162734,13391950,498.0
920228,47,16567,9334,541372,311,1,7550122,6773898,0.0
135447496,423,1931,7106,7404452,236,0,4246,143926522,0.0
9551360,18,1298,0,0,0,0,3236,3404,0.0
95439906,327,4440,7973,8307866,265,0,4033,1242,0.0
6532192,389,8050,8324,482792,277,1,166905968,20360646,623.0
3808350,222,16567,8875,479250,295,1,8611619,9251081,527.0
