bytecount,dur,packetins,pktperflow,byteperflow,pktrate,Pairflow,tx_bytes,rx_bytes,tot_kbps
54292,568,3024,29,2842,0,1,61428,57508,0.0
69776,729,2063,30,2940,1,1,72574,68330,0.0
517476,25,18351,0,0,0,1,6135075,146357592,0.0
55272,578,2364,29,2842,0,1,71546,135528008,0.0
11760,122,817,30,2940,1,1,6482808,6392238,3426.0
97225596,201,1931,13526,14418716,450,0,3889,164814263,10298.0
4651158,214,16567,10026,661716,334,1,4669105,105098476,4105.0
24990,261,3421,29,2842,0,0,169113490,30898,2529.0
1286106,61,13249,9554,630612,318,1,1303095,30061634,4092.0
46084772,94,46,12749,14629594,424,1,138415956,5172242,12171.0
734514,34,10852,9766,644556,325,1,145008586,171357996,12290.0
46746,489,2063,29,2842,0,1,270734332,271128026,0.0
63061488,128,2373,13495,14745390,449,1,7546634,7022900,0.0
19012,199,2063,29,2842,0,1,542574781,542163898,6.0
77910,813,3021,30,2940,1,1,84990,135541328,0.0
86654074,180,1306,13536,14429376,451,0,3624,1422,0.0
69152198,141,8090,13342,14741436,444,1,5444,1562,0.0
135784948,282,1931,13528,14420848,450,0,3719,1156,0.0
114812452,234,4357,13493,14741162,449,1,180894086,7782546,8198.0
39298,411,3443,29,2842,0,0,134889951,2220,0.0
84656390,173,7916,13491,14381406,449,0,7848,1514,0.0
53606,561,3443,29,2842,0,0,55629,55252,0.0
4400100,204,16567,9869,651354,328,1,26726726,318188718,12588.0
90650,948,3034,29,2842,0,1,135176937,271208365,2.0
49505040,103,1931,13526,14418716,450,0,171824953,3572,6452.0
41907658,87,7503,13539,14432574,451,0,4330,42061534,3838.0
1937730,90,4033,9950,656700,331,1,293072044,19630416,12294.0
17542,183,2997,30,2940,1,1,6901078,8626546,3907.0
67424,703,4942,30,2940,1,1,406646259,134000917,6.0
139332596,290,1943,13307,14185262,443,0,4047,143926620,0.0
105771718,220,1943,13650,14550900,455,0,3413,3665,0.0
143914264,300,1943,13188,14058408,439,0,3413,3665,0.0
95746,1001,3443,29,2842,0,0,135466215,100676,0.0
829922,41,13231,9022,523276,300,1,14610008,15937092,268.0
93589874,191,1143,13493,14742186,449,1,4155997,93750389,4099.0
55958,583,4920,30,2940,1,1,406611035,133965693,1125.0
456408,48,25224,2915,157410,97,1,851765,1315704,260.0
97902,1038,3024,15,1470,0,1,174666097,191433961,5421.0
113492756,234,7916,13536,14429376,451,0,4388,182883742,6438.0
19110,201,948,28,2744,0,1,28824016,391962,2419.0
21756,228,3024,29,2842,0,1,27678,25942798,2717.0
54684,571,3421,29,2842,0,0,61933,132439992,2469.0
135607992,281,1931,13528,14420848,450,0,3413,3539,0.0
87024,910,2059,29,2842,0,1,270722999,271116665,0.0
59385746,121,12549,13111,14758006,437,1,5436,1312,0.0
14406,151,948,29,2842,0,1,23898,28457868,2221.0
30968,323,4920,30,2940,1,1,218204667,133887209,4669.0
46060,481,3421,29,2842,0,0,105941,102068,0.0
17150,183,2997,25,2450,0,1,4974,1332,0.0
18228,190,2800,30,2940,1,1,106167,135561944,0.0
89670,938,3024,28,2744,0,1,135466109,39898234,2713.0
135710328,281,1931,13532,14425112,451,0,4055,139346540,6451.0
135951244,283,1931,13532,14425112,451,0,3413,3539,0.0
41907658,87,7503,13539,14432574,451,0,4918,276817786,0.0
12740,133,4920,30,2940,1,1,133740556,2060,0.0
110721156,230,1943,13533,14426178,451,0,235875005,4169,2571.0
3254778,164,12862,9812,647628,327,1,183267098,20865578,12349.0
84280,881,3443,29,2842,0,0,106025,102068,0.0
128999930,263,8050,13390,14778396,446,1,210103233,8875021,8308.0
139000004,288,1943,13307,14185262,443,0,3795,1242,0.0
512546,19,18351,0,0,0,1,6572670,111772744,3792.0
104130078,216,7916,13529,14421914,450,0,5268,278546882,0.0
32266754,67,2375,13442,14329172,448,0,3534,1172,0.0
80556,841,2822,30,2940,1,0,82890,79262,0.0
46844,493,2997,30,2940,1,1,53660,50226,0.0
28518,298,3024,30,2940,1,1,201910587,134906277,2753.0
6114244,379,25224,7538,437204,251,1,11492432,12744431,448.0
92640998,189,16540,13379,14779718,445,1,558968217,33746600,4464.0
34594,361,3421,30,2940,1,0,283631239,135434761,5022.0
5945646,290,18351,9985,659010,332,1,33366160,515661346,12974.0
67504450,140,2242,13494,14384604,449,0,4248,143928878,0.0
95942,1003,4920,29,2842,0,1,6725,135462096,0.0
82514974,169,2400,12724,14593272,424,1,11469028,114168288,4052.0
52804310,109,608,13438,14324908,447,0,3365,1102,0.0
85018830,177,7916,13491,14381406,449,0,61244334,276816616,3838.0
106607462,220,1931,13308,14186328,443,0,3539,3413,0.0
67032,701,2790,29,2842,0,1,5583,1382,0.0
8330,88,3034,29,2842,0,1,271199391,135167921,4.0
3038,32,4942,29,2842,0,1,134000917,406646259,6.0
93296,973,4942,29,2842,0,1,406747563,134102221,4.0
68992,721,3443,28,2744,0,0,76619,135532662,0.0
3553362,109,18351,17912,967248,597,1,30332108,470040240,12963.0
102312,950,2053,58,5684,1,1,135570591,106634,2.0
49290774,101,1931,13526,14418716,450,0,3413,3539,0.0
70952,741,3431,29,2842,0,0,270425163,81011,2.0
12348,129,2063,29,2842,0,1,135836467,271283215,4.0
24892,261,2790,29,2842,0,1,169258701,271156273,2518.0
1992492,93,35,9865,651090,328,1,4310,1422,0.0
7742,81,3443,30,2940,1,0,16254,15953,2.0
85027358,177,2385,13468,14356888,448,0,110858552,3572,6430.0
142422930,296,8803,13368,14250288,445,0,5459,278546882,0.0
93884,981,3443,29,2842,0,0,135078143,194110,2.0
35155614,73,1086,13615,14513590,453,0,3273,1352,0.0
41062,433,2997,29,2842,0,1,5520,1242,0.0
1960,21,10,0,0,0,1,5457,3104,0.0
25186,263,4920,30,2940,1,1,133869422,184233310,4648.0
78302,832,2063,30,2940,1,1,86196,81952,0.0
2156,22,4930,0,0,0,1,270309567,135566057,0.0
110721156,230,1943,13533,14426178,451,0,4169,235875005,2571.0
95452,998,3024,29,2842,0,1,106105,135562112,0.0
63210,661,3443,29,2842,0,0,134890154,2290,0.0
5194092,244,6696,10032,662112,334,1,26113974,320432572,4796.0
49230012,101,1109,13429,14315314,447,0,3059,3143,0.0
46232786,94,32,13467,14752758,448,1,3882582,92589434,8194.0
81830,853,4942,30,2940,1,1,6087,1542,0.0
36358,381,948,29,2842,0,1,41881,85979663,2542.0
6664,71,960,29,2842,0,1,135550076,90244,2.0
33222,348,3024,29,2842,0,1,134906277,201910587,2753.0
5730534,282,25224,9713,641162,323,1,465483964,33117616,0.0
18424,193,4920,29,2842,0,1,34654,39284432,2184.0
33879612,70,2242,13525,14417650,450,0,4556,287897858,0.0
52724,551,3421,29,2842,0,0,406800791,135880427,823.0
25170392,51,1109,13430,14316380,447,0,3143,3059,0.0
66474,3,23,0,0,0,1,3672,1032,0.0
3435966,221,25224,7816,422064,260,1,9155,1382,0.0
23226,242,4942,30,2940,1,1,106729,135566141,0.0
2928014,169,25224,8640,501120,288,1,2962035,2578950,255.0
97412,1018,3034,30,2940,1,1,34767,30670,0.0
96726,1011,2790,30,2940,1,1,5180,4550,0.0
3798090,120,18351,18036,973944,601,1,7747,7021928,0.0
21700786,44,32,13470,14753980,449,1,2030938,46349517,4097.0
48184266,100,1943,13535,14428310,451,0,3570,1492,0.0
34678196,71,289,13395,14682894,446,1,4968572,118743556,8189.0
68992,721,3443,29,2842,0,0,81854,77784,0.0
68721518,140,4033,13472,14751040,449,1,7471204,6952436,0.0
42924,448,2364,30,2940,1,1,121989351,122803999,5676.0
7742,81,10,29,2842,0,0,6993,6545,0.0
7742,81,16,30,2940,1,1,11781,11823,0.0
3452450,189,18351,8968,520144,298,1,7472905,6952436,0.0
60074,628,2364,29,2842,0,1,4802,4550,0.0
137350750,280,3982,13535,14876030,451,1,6133248,146357522,0.0
71540,748,3034,29,2842,0,1,271379564,135348052,2.0
58800,613,4920,29,2842,0,1,406234843,270401850,4.0
0,0,16,0,0,0,1,3652,1032,0.0
51375870,107,1814,13650,14550900,455,0,3407,3605290,961.0
142608414,296,7916,13533,14426178,451,0,4178,3660,0.0
94345264,193,7894,13531,14424046,451,0,228286566,1816,14152.0
106932592,222,1931,13308,14186328,443,0,3413,3539,0.0
12446,130,2800,29,2842,0,1,18499,14276,0.0
94668,990,2053,29,2842,0,1,5128,1382,0.0
61043424,127,2385,13466,14354756,448,0,179148412,3740,10050.0
11662,122,4942,29,2842,0,1,406432729,135860813,6.0
124941596,259,1943,13533,14426178,451,0,143928631,3917,0.0
1560978,120,25224,8629,465966,287,1,16464827,18421296,514.0
25088,263,2997,29,2842,0,1,48485903,46408632,9254.0
3703938,209,1143,8980,520840,299,1,456820033,27612904,3360.0
5848968,274,6696,9922,654876,330,1,469239331,38120106,131.0
9310,98,2936,29,2842,0,1,135465668,1942,0.0
34398,360,1057,30,2940,1,1,156037829,64998247,7459.0
41574000,83,1814,13530,14422980,451,0,3488,42000494,3838.0
92022,961,3421,29,2842,0,0,72519018,71750730,10020.0
132064764,270,18351,13552,14812640,451,1,7369,2838872,129.0
86338,901,3443,30,2940,1,0,406859563,135939283,2.0
4097064,188,2373,10000,660000,333,1,469335310,34334592,0.0
6946806,14,32,0,0,0,1,2255837,56064016,4084.0
119005150,246,10817,13347,14742190,444,1,16604285,272615974,4778.0
39200,410,1057,30,2940,1,1,91097879,44919,2487.0
105619280,219,1943,13650,14550900,455,0,3735,3413,0.0
38220,399,2053,29,2842,0,1,63798949,1648,2550.0
23030,241,948,29,2842,0,1,4555,1242,0.0
4525302,213,8050,9607,634062,320,1,7477545,109055457,4735.0
26852,281,2790,30,2940,1,1,135710327,271168747,4.0
38514,403,2997,29,2842,0,1,85639037,87364575,4774.0
5978,62,22,29,2842,0,1,3987,1262,0.0
1224760,58,1181,9509,627642,316,1,7546541,7023194,0.0
11536182,379,18351,13822,746388,460,1,44764895,613190267,508.0
20874,218,2364,29,2842,0,1,58708247,59522965,5674.0
97412,1018,3034,30,2940,1,1,271227517,135196019,0.0
58114,608,3024,29,2842,0,1,271120807,135757260,4.0
84647862,174,7916,13491,14381406,449,0,5144,496650966,10239.0
128172642,266,8803,13640,14540240,454,0,8109,1584,0.0
5978,62,4942,30,2940,1,1,6087,1542,0.0
78204,818,3034,29,2842,0,1,135746657,287119,0.0
831256,41,13231,9022,523276,300,1,6388482,154073660,0.0
30478,318,2364,30,2940,1,1,42377831,57169,2854.0
67454348,140,1790,13529,14421914,450,0,3528,1422,0.0
127971940,264,11888,13498,14741492,449,1,5245,1031066,135.0
35672,373,4920,29,2842,0,1,307643483,135748967,4656.0
598542,31,22,8710,574980,290,1,2704,3059,0.0
48706,510,1057,29,2842,0,1,246587378,111140882,6904.0
3157474,148,2373,9759,644202,325,1,318607420,13768824,8322.0
1877228,129,25224,8629,500482,287,1,5573598,143232538,4213.0
97020,1013,4942,29,2842,0,1,6087,1542,0.0
43218,451,3421,29,2842,0,0,94748753,339722401,7510.0
14308,150,1057,30,2940,1,1,4282,1172,0.0
6762,70,2800,30,2940,1,1,271169111,250565,2.0
68110,711,3421,30,2940,1,0,105941,102068,0.0
97902,1041,2790,12,1176,0,1,364259537,362589738,10028.0
75656,791,3443,29,2842,0,0,271228173,271126588,0.0
85027358,177,2385,13468,14356888,448,0,3404,3236,0.0
65573924,135,8803,13508,14399528,450,0,742125791,6077,3839.0
5005220,256,10817,9620,634920,320,1,4162616,101011293,4091.0
10290,108,20,29,2842,0,1,4891,2068,0.0
35378,369,2053,29,2842,0,1,83760627,1802,2538.0
24696,258,2364,29,2842,0,1,59269197,58451368,11480.0
35280,369,2063,29,2842,0,1,135900475,271347223,2.0
43550292,88,1181,13448,14757648,448,1,4928,4550,0.0
28518,298,2364,29,2842,0,1,70083477,69268759,5632.0
70310162,145,8803,13671,14573286,455,0,4439,3767,0.0
34723884,70,1931,13385,14268410,446,0,273821796,1844,16188.0
14112,148,2936,29,2842,0,1,151146770,134745732,2573.0
3695354,206,1143,8980,520840,299,1,3719084,3459946,267.0
41574000,83,1814,13530,14422980,451,0,3488,42000564,3838.0
27112644,53,7503,13548,14442168,451,0,5156,278546812,0.0
128284572,267,7916,13528,14420848,450,0,4960,276817856,0.0
97902,1028,3034,25,2450,0,1,270312573,270984747,0.0
13622,143,22,29,2842,0,1,27188,27146,2.0
86240,901,3443,29,2842,0,0,134890224,2290,0.0
91467064,190,2242,13494,14384604,449,0,4442,91572316,3841.0
25440844,51,12106,13511,14951246,450,1,273460566,10845281,4410.0
48608,508,2364,29,2842,0,1,4749,1312,0.0
34692,362,4942,29,2842,0,1,134118741,406764083,4.0
86534,903,4920,29,2842,0,1,166464562,135590116,4173.0
76884184,159,1943,13533,14426178,451,0,4013,35702456,2566.0
110659328,230,1943,13533,14426178,451,0,3775,1492,0.0
36711974,72,6846,13492,14382472,449,0,4204,1562,0.0
645210,31,22,0,0,0,1,3925,1102,0.0
9506,99,2053,29,2842,0,1,271004006,97258,2.0
57624,601,3421,30,2940,1,0,135491541,406600633,1644.0
7429336,460,18351,7304,423632,243,1,475810775,325868704,655.0
5319992,327,18351,6840,396720,228,1,458464187,30788426,606.0
79889238,165,8803,13429,14315314,447,0,4439,3767,0.0
102505182,210,18351,13312,14606512,443,1,311333726,16355606,13094.0
2579220,120,10692,9719,641490,323,1,6046,367744,97.0
6958,72,817,30,2940,1,1,11228,11354,0.0
93786,981,2790,29,2842,0,1,101504,135557478,0.0
41545218,83,7503,13539,14432574,451,0,126194406,1606,11515.0
64335130,131,7385,13128,14645816,437,1,7019859,153069219,8191.0
67718,708,2364,29,2842,0,1,64860,61302,0.0
53135836,110,2242,13663,14564758,455,0,3590,3926,0.0
96138,1003,4942,29,2842,0,1,135835557,406407515,4.0
64876,679,2063,29,2842,0,1,72574,68330,0.0
33516,351,3443,29,2842,0,0,40099,36232,0.0
105882582,220,1943,13651,14551966,455,0,3795,1492,0.0
104548982,213,8050,13332,14772520,444,1,2949781,2679079,520.0
5407080,253,8050,9952,656832,331,1,6157533,149396352,130.0
41536690,84,7503,13539,14432574,451,0,4330,42061534,3838.0
17346,181,3421,29,2842,0,0,5141,1472,0.0
6462018,232,25224,17208,929232,573,1,5736442,148276478,123.0
6762,71,760,29,2842,0,0,5888938,15736,1566.0
99867034,204,16567,13281,14493698,442,1,122285282,170595006,4241.0
123123000,252,7916,13526,14418716,450,0,5268,278546882,0.0
72128,753,3009,29,2842,0,1,8922,4672,0.0
99103888,205,8803,13457,14345162,448,0,556205635,5699,0.0
68721518,140,4033,13472,14751040,449,1,133353762,5653930,12295.0
31654,331,948,30,2940,1,1,41881,85979663,2542.0
46060,481,3421,29,2842,0,0,135856823,358839977,5045.0
39679250,81,22,12875,14667606,429,1,1948122,55163103,8142.0
1862,19,1069,0,0,0,1,4982,1312,0.0
31850,332,4942,30,2940,1,1,133973239,271158497,2.0
17444,182,4942,29,2842,0,1,133943601,271128859,2.0
8624,91,3443,29,2842,0,0,135532771,406641779,2.0
93590,978,3024,29,2842,0,1,135662944,203392,4.0
3180390,149,11471,9898,653268,329,1,282062922,19176033,8326.0
22403056,45,8225,13469,14357954,448,0,566379701,5993,0.0
24185408,50,1306,13474,14363284,449,0,3309,1422,0.0
4802,51,16,29,2842,0,1,3672,1032,0.0
39200,409,2053,30,2940,1,1,195549111,248488865,7552.0
58114,608,2364,29,2842,0,1,134715380,135530098,0.0
3421536,200,25224,8550,495900,285,1,9085,1382,0.0
89180,931,3443,29,2842,0,0,271248107,270479616,6.0
69972,731,3443,30,2940,1,0,135277443,2178,0.0
88886,928,3024,30,2940,1,1,55543250,35791774,7959.0
84280,881,2800,30,2940,1,1,106167,135561944,0.0
17937582,37,1814,13529,14421914,450,0,3514,1172,0.0
22584276,46,219,13632,14531712,454,0,2924,2882,0.0
2823066,173,8050,9004,486216,300,1,6538427,7094891,535.0
46060,481,3421,29,2842,0,0,135458575,358539425,5045.0
55993782,115,2375,13443,14330238,448,0,3488,62264540,5403.0
140504130,291,1931,13535,14428310,451,0,3199,3539,0.0
79184,828,3034,29,2842,0,1,349541,135562406,0.0
55272,578,2364,29,2842,0,1,128478,135588310,2.0
99482318,207,8803,13457,14345162,448,0,700128491,5951,0.0
93884,981,3443,29,2842,0,0,135579496,406688504,0.0
90454,943,4942,30,2940,1,1,135917821,406489737,4.0
3180390,149,11471,9898,653268,329,1,3196952,81108536,4229.0
74175878,151,832,13600,14953872,453,1,3556,1332,0.0
77616,811,3443,29,2842,0,0,5904,1702,0.0
8277012,270,18351,15665,845910,522,1,7472905,6952506,0.0
54684,571,3443,30,2940,1,0,135007142,122906,2.0
62694658,130,1943,13533,14426178,451,0,3665,3413,0.0
62328,651,3421,29,2842,0,0,270414089,69937,0.0
80360,841,2448,29,2842,0,1,271080260,135621882,2.0
201474,12,25224,0,0,0,1,29227206,335162146,7276.0
84182,880,2059,30,2940,1,1,135653361,271113109,0.0
59682,623,4920,30,2940,1,1,393854517,133953877,4709.0
21364,223,4920,30,2940,1,1,271217259,269139372,2.0
14308,150,1057,30,2940,1,1,26192644,9184,2046.0
11368,120,1057,29,2842,0,1,4099,1172,0.0
38344020,78,1306,13536,14429376,451,0,3750,43238248,2615.0
2586114,79,18351,18490,998460,616,1,431917978,34782636,12277.0
83645462,171,391,13165,14525978,438,1,3231236,84276074,4185.0
60270,630,1057,30,2940,1,1,71610,135531484,0.0
2092248,114,46,7957,525198,265,1,3315,1262,0.0
71638,748,2384,30,2940,1,1,4996,1312,0.0
113740068,237,8803,13375,14257750,445,0,952074139,6749,7677.0
81535142,168,1943,13464,14352624,448,0,3665,3413,0.0
3526128,10,608,0,0,0,0,3295,1102,0.0
91397774,190,2242,13494,14384604,449,0,4636,135461934,0.0
33603518,69,1943,13463,14351558,448,0,3665,3413,0.0
25774,270,1057,29,2842,0,1,36972409,99954057,7331.0
46648160,97,7894,13531,14424046,451,0,4414,110591624,6476.0
1857186,91,30,9747,643302,324,1,3492,1332,0.0
80164,838,3034,29,2842,0,1,22027,17930,0.0
5506002,166,18351,18105,977670,603,1,168131849,399770345,10238.0
16464,173,817,29,2842,0,1,6409234,6499846,3427.0
7840,83,3009,29,2842,0,1,5604,1472,0.0
71932,751,3443,30,2940,1,0,270999541,80045,0.0
4725762,221,7385,9872,651552,329,1,18449214,394068349,9899.0
126641916,259,2400,12688,14556784,422,1,327065141,308234181,4056.0
42238,441,1264,29,2842,0,0,38293,35078,0.0
5119794,343,25224,7237,390798,241,1,6035765,145179626,0.0
20401108,41,440,13388,14271608,446,0,2882,2924,0.0
61029566,127,7916,13491,14381406,449,0,5144,496653074,10239.0
6664,70,960,29,2842,0,1,4932,1312,0.0
4114810,229,1143,9310,539980,310,1,445666981,26161906,4922.0
62722486,128,11471,13440,14748928,448,1,4814,1472,0.0
71932,751,1278,29,2842,0,0,135541984,81452,2.0
41920450,87,1814,13529,14421914,450,0,3404,3236,0.0
42826,448,3024,29,2842,0,1,49570,45650,0.0
46232786,94,32,13467,14752758,448,1,2030938,46349624,4097.0
13230,139,2063,28,2744,0,1,19227,15186,0.0
41536690,84,7503,13539,14432574,451,0,126194406,1606,11515.0
49290774,101,1931,13526,14418716,450,0,3889,164814263,10298.0
13254246,445,10817,12116,654264,403,1,465609642,32945742,269.0
34914698,71,1086,13615,14513590,453,0,3185,35294139,3839.0
69090,721,1278,30,2940,1,0,135470430,10178,0.0
85064,890,2063,29,2842,0,1,271355105,271368511,6.0
68012,711,948,30,2940,1,1,4898,1472,0.0
63857664,132,1109,13542,14435772,451,0,3500,1172,0.0
135459818,280,1931,13528,14420848,450,0,3669,1402,0.0
104548982,213,8050,13332,14772520,444,1,5045,1422,0.0
96922,1011,3421,30,2940,1,0,208232360,135791114,5014.0
84770452,175,2385,13468,14356888,448,0,3534,1172,0.0
31360,328,3024,29,2842,0,1,134930011,211993803,2694.0
18580938,38,11422,13005,14299490,433,1,4772,1472,0.0
88886,928,3024,30,2940,1,1,134826192,171436362,2654.0
61250,641,2790,29,2842,0,1,271312905,271314527,4.0
92421134,190,1931,13535,14428310,451,0,3649,1242,0.0
49421892,102,1109,13429,14315314,447,0,3059,3143,0.0
86044,900,2053,29,2842,0,1,271086480,135639774,4.0
6482862,199,18351,17936,968544,597,1,38285807,581503897,8759.0
21952,229,2053,29,2842,0,1,271107074,135660368,6.0
3956412,228,8050,9002,522116,300,1,4995,1242,0.0
96824,1011,3443,30,2940,1,0,106025,102068,0.0
68992,721,3443,28,2744,0,0,135277443,2178,0.0
96432,1008,3034,29,2842,0,1,134651265,2054,0.0
2156,23,3007,0,0,0,1,135260498,135608456,4.0
128280308,267,8803,13640,14540240,454,0,143930035,276817045,0.0
60864336,126,7916,13491,14381406,449,0,411413738,5088,6400.0
5945646,290,18351,9985,659010,332,1,370062312,311930295,13105.0
65797784,137,1814,13529,14421914,450,0,42000564,3488,3840.0
3225312,154,6696,9974,658284,332,1,6292144,146991384,0.0
147116824,304,4357,11678,12740284,389,1,6519255,147118518,3470.0
120254394,250,2242,13531,14424046,451,0,4775,279389377,0.0
75558,791,2790,29,2842,0,1,105763,135565175,0.0
82418,861,3443,30,2940,1,0,135054728,170492,2.0
139270768,290,1943,13307,14185262,443,0,3917,143928631,0.0
1659636,99,11888,9389,507006,312,1,2554381,3081169,560.0
91467064,190,2242,13494,14384604,449,0,4126,1382,0.0
88886,928,3024,30,2940,1,1,171436292,134826192,2654.0
3200280,151,13249,9726,641916,324,1,4024667,98604514,4091.0
35672,373,4920,29,2842,0,1,6003,1542,0.0
61348,641,1268,29,2842,0,0,135367624,135465768,0.0
90944,951,2790,29,2842,0,1,135557832,98378,0.0
2771228,131,13231,9532,629360,317,1,469131640,34047692,0.0
95942,1003,4920,29,2842,0,1,188528383,133867399,2415.0
855558,63,25224,2915,169070,97,1,895758,631068,90.0
81242,850,2053,29,2842,0,1,542439303,542028420,6.0
65690118,135,7503,13538,14431508,451,0,5480,440513454,3838.0
93233846,190,3982,13493,14743034,449,1,93307179,4147461,4100.0
70569200,146,2375,13527,14419782,450,0,3530,86743136,6527.0
44394,463,4920,30,2940,1,1,56641,52062,0.0
66346,693,3007,29,2842,0,1,78137,74154,0.0
53704,561,1264,29,2842,0,0,124109470,54628,2480.0
45668,478,3024,29,2842,0,1,262172859,135048191,2646.0
1224760,58,1181,9509,627642,316,1,28960667,1237148,4089.0
2890778,188,25224,8553,496074,285,1,163538023,26482958,516.0
14007816,458,11471,12706,686124,423,1,467311625,33583992,594.0
3016000,168,2373,9161,531338,305,1,7546954,7023194,0.0
16170,169,2063,30,2940,1,1,271440079,271426673,6.0
5978,62,4942,30,2940,1,1,271228025,269150054,0.0
71834,751,960,29,2842,0,1,271150948,271145496,6.0
96089240,199,1943,13534,14427244,451,0,3795,1402,0.0
65585650,132,7503,13538,14431508,451,0,4918,276817786,0.0
106932592,222,1931,13308,14186328,443,0,3649,1402,0.0
81535142,168,1943,13464,14352624,448,0,3665,3413,0.0
2672496,124,3270,9851,650202,328,1,5175426,122029592,8194.0
82418,861,3443,30,2940,1,0,5904,1702,0.0
145910234,301,7385,12945,14201186,431,1,3856,3413,0.0
96628,1010,2053,29,2842,0,1,55046946,1606,2570.0
48268480,100,1943,13535,14428310,451,0,144824155,3959,7676.0
102337228,208,2373,13460,14748200,448,1,16392798,378475334,8330.0
20286,212,4942,29,2842,0,1,106729,135566141,0.0
121285216,251,1931,13526,14418716,450,0,3579,1172,0.0
16268,171,2790,29,2842,0,1,271114994,141357468,1526.0
39727688,82,1109,13541,14434706,451,0,3320,3236,0.0
84476,883,4920,29,2842,0,1,153142180,133843550,2323.0
65856,688,3028,30,2940,1,1,5479,1382,0.0
23912,251,2790,29,2842,0,1,101304,135560716,0.0
52528,549,2053,29,2842,0,1,271275515,271288851,4.0
25011644,51,22,12084,14613592,402,1,25770157,807718,4200.0
37534,392,4942,29,2842,0,1,134124789,406770201,2.0
139332596,290,1943,13307,14185262,443,0,3413,3665,0.0
51375870,107,1814,13650,14550900,455,0,3447,1102,0.0
2578068,77,18351,18476,997704,615,1,34782438,431914708,12277.0
87122,911,2800,29,2842,0,1,19485,15242,0.0
120050788,249,1943,13538,14431508,451,0,3413,3665,0.0
17752098,36,7503,13538,14431508,451,0,5156,278546812,0.0
68828422,143,1910,13526,14418716,450,0,20864940,3404,3837.0
78498,821,2790,30,2940,1,1,271321725,271323347,4.0
22050,231,948,30,2940,1,1,4372,1332,0.0
35106578,72,1086,13615,14513590,453,0,3059,3143,0.0
38220,399,2053,29,2842,0,1,105719,135561902,0.0
24598,258,3034,29,2842,0,1,271246261,135882644,6.0
73108,763,4942,29,2842,0,1,6087,1542,0.0
90096264,184,16567,13470,14748188,449,1,363331210,28688042,12560.0
49505040,103,1931,13526,14418716,450,0,3579,1332,0.0
20972,219,2053,29,2842,0,1,271039279,132531,4.0
612846,61,25224,2915,157410,97,1,14571476,16387480,260.0
34872058,71,1931,13385,14268410,446,0,3794,90930924,5880.0
36816442,75,6846,13492,14382472,449,0,699266962,3706,0.0
45080,471,3443,30,2940,1,0,134977301,93065,2.0
